sensor,timestamp,sample,channel,threshold,distance_s,unix_time_us
vla2,2023-12-01T22:21:14.010353,95195515,5,0.24,7.0,1701469274010353
vla2,2023-12-01T22:21:23.138065,95373790,5,0.24,7.0,1701469283138065
vla2,2023-12-01T22:23:16.268083,97583361,5,0.24,7.0,1701469396268083
vla2,2023-12-01T22:23:39.347908,98034139,5,0.24,7.0,1701469419347908
vla2,2023-12-01T22:23:48.626133,98215354,5,0.24,7.0,1701469428626133
vla2,2023-12-01T22:23:57.271861,98384216,5,0.24,7.0,1701469437271861
vla2,2023-12-01T22:24:07.609090,98586115,5,0.24,7.0,1701469447609090
vla2,2023-12-01T22:24:17.124375,98771960,5,0.24,7.0,1701469457124375
vla2,2023-12-01T22:24:26.923086,98963342,5,0.24,7.0,1701469466923086
vla2,2023-12-01T22:24:37.597346,99171823,5,0.24,7.0,1701469477597346
vla2,2023-12-01T22:24:47.373094,99362756,5,0.24,7.0,1701469487373094
vla2,2023-12-01T22:24:57.061130,99551975,5,0.24,7.0,1701469497061130
vla2,2023-12-01T22:25:06.255461,99731552,5,0.24,7.0,1701469506255461
vla2,2023-12-01T22:25:16.089873,99923630,5,0.24,7.0,1701469516089873
vla2,2023-12-01T22:25:26.603439,100128973,5,0.24,7.0,1701469526603439
vla2,2023-12-01T22:25:36.230683,100317006,5,0.24,7.0,1701469536230683
vla2,2023-12-01T22:25:46.238444,100512470,5,0.24,7.0,1701469546238444
vla2,2023-12-01T22:25:55.763963,100698515,5,0.24,7.0,1701469555763963
vla2,2023-12-01T22:26:04.898351,100876921,5,0.24,7.0,1701469564898351
vla2,2023-12-01T22:26:14.096858,101056579,5,0.24,7.0,1701469574096858
vla2,2023-12-01T22:26:23.705130,101244241,5,0.24,7.0,1701469583705130
vla2,2023-12-01T22:26:33.338817,101432399,5,0.24,7.0,1701469593338817
vla2,2023-12-01T22:26:43.301532,101626983,5,0.24,7.0,1701469603301532
vla2,2023-12-01T22:26:53.203518,101820381,5,0.24,7.0,1701469613203518
vla2,2023-12-01T22:27:02.925572,102010265,5,0.24,7.0,1701469622925572
vla2,2023-12-01T22:27:12.997211,102206977,5,0.24,7.0,1701469632997211
vla2,2023-12-01T22:27:22.511768,102392808,5,0.24,7.0,1701469642511768
vla2,2023-12-01T22:27:31.729521,102572842,5,0.24,7.0,1701469651729521
vla2,2023-12-01T22:27:41.260144,102758987,5,0.24,7.0,1701469661260144
vla2,2023-12-01T22:27:50.535337,102940143,5,0.24,7.0,1701469670535337
vla2,2023-12-01T22:28:00.321716,103131284,5,0.24,7.0,1701469680321716
vla2,2023-12-01T22:28:09.721748,103314878,5,0.24,7.0,1701469689721748
vla2,2023-12-01T22:28:19.199300,103499986,5,0.24,7.0,1701469699199300
vla2,2023-12-01T22:28:29.081078,103692990,5,0.24,7.0,1701469709081078
vla2,2023-12-01T22:28:38.764960,103882128,5,0.24,7.0,1701469718764960
vla2,2023-12-01T22:28:48.241365,104067214,5,0.24,7.0,1701469728241365
vla2,2023-12-01T22:28:57.959344,104257018,5,0.24,7.0,1701469737959344
vla2,2023-12-01T22:29:07.584556,104445011,5,0.24,7.0,1701469747584556
vla2,2023-12-01T22:29:16.998869,104628884,5,0.24,7.0,1701469756998869
vla2,2023-12-01T22:29:27.126212,104826684,5,0.24,7.0,1701469767126212
vla2,2023-12-01T22:29:36.834799,105016305,5,0.24,7.0,1701469776834799
vla2,2023-12-01T22:29:46.986352,105214577,5,0.24,7.0,1701469786986352
vla2,2023-12-01T22:29:57.163528,105413350,5,0.24,7.0,1701469797163528
vla2,2023-12-01T22:30:06.166670,105589193,5,0.24,7.0,1701469806166670
vla2,2023-12-01T22:32:20.169079,108206427,5,0.24,7.0,1701469940169079
vla2,2023-12-01T22:32:29.638666,108391380,5,0.24,7.0,1701469949638666
vla2,2023-12-01T22:32:39.857970,108590976,5,0.24,7.0,1701469959857970
vla2,2023-12-01T22:32:49.184740,108773139,5,0.24,7.0,1701469969184740
vla2,2023-12-01T22:32:58.798857,108960915,5,0.24,7.0,1701469978798857
vla2,2023-12-01T22:33:08.118348,109142936,5,0.24,7.0,1701469988118348
vla2,2023-12-01T22:33:17.555913,109327264,5,0.24,7.0,1701469997555913
vla2,2023-12-01T22:33:26.910519,109509971,5,0.24,7.0,1701470006910519
vla2,2023-12-01T22:33:36.129742,109690034,5,0.24,7.0,1701470016129742
vla2,2023-12-01T22:33:45.802605,109878957,5,0.24,7.0,1701470025802605
vla2,2023-12-01T22:33:55.134006,110061211,5,0.24,7.0,1701470035134006
vla2,2023-12-01T22:34:04.906876,110252087,5,0.24,7.0,1701470044906876
vla2,2023-12-01T22:34:14.387502,110437256,5,0.24,7.0,1701470054387502
vla2,2023-12-01T22:34:24.516283,110635084,5,0.24,7.0,1701470064516283
vla2,2023-12-01T22:34:33.962782,110819586,5,0.24,7.0,1701470073962782
vla2,2023-12-01T22:34:43.609495,111007998,5,0.24,7.0,1701470083609495
vla2,2023-12-01T22:34:53.260917,111196502,5,0.24,7.0,1701470093260917
vla2,2023-12-01T22:35:02.691003,111380684,5,0.24,7.0,1701470102691003
vla2,2023-12-01T22:35:12.330969,111568964,5,0.24,7.0,1701470112330969
vla2,2023-12-01T22:35:21.923962,111756327,5,0.24,7.0,1701470121923962
vla2,2023-12-01T22:35:31.194827,111937399,5,0.24,7.0,1701470131194827
vla2,2023-12-01T22:35:40.626744,112121616,5,0.24,7.0,1701470140626744
vla2,2023-12-01T22:35:49.897538,112302686,5,0.24,7.0,1701470149897538
vla2,2023-12-01T22:35:59.125503,112482920,5,0.24,7.0,1701470159125503
vla2,2023-12-01T22:36:08.879933,112673436,5,0.24,7.0,1701470168879933
vla2,2023-12-01T22:36:18.165837,112854802,5,0.24,7.0,1701470178165837
vla2,2023-12-01T22:36:27.680599,113040637,5,0.24,7.0,1701470187680599
vla2,2023-12-01T22:36:37.079789,113224215,5,0.24,7.0,1701470197079789
vla2,2023-12-01T22:36:46.607306,113410299,5,0.24,7.0,1701470206607306
vla2,2023-12-01T22:36:55.990102,113593557,5,0.24,7.0,1701470215990102
vla2,2023-12-01T22:37:06.233220,113793618,5,0.24,7.0,1701470226233220
vla2,2023-12-01T22:37:15.499541,113974600,5,0.24,7.0,1701470235499541
vla2,2023-12-01T22:37:25.356356,114167116,5,0.24,7.0,1701470245356356
vla2,2023-12-01T22:37:35.253739,114360425,5,0.24,7.0,1701470255253739
vla2,2023-12-01T22:37:45.445782,114559488,5,0.24,7.0,1701470265445782
vla2,2023-12-01T22:37:56.106875,114767712,5,0.24,7.0,1701470276106875
vla2,2023-12-01T22:38:05.678080,114954650,5,0.24,7.0,1701470285678080
vla2,2023-12-01T22:38:14.972417,115136180,5,0.24,7.0,1701470294972417
vla2,2023-12-01T22:38:24.566648,115323567,5,0.24,7.0,1701470304566648
vla2,2023-12-01T22:38:33.937328,115506588,5,0.24,7.0,1701470313937328
vla2,2023-12-01T22:38:43.255724,115688588,5,0.24,7.0,1701470323255724
vla2,2023-12-01T22:38:53.496993,115888613,5,0.24,7.0,1701470333496993
vla2,2023-12-01T22:39:04.244742,116098530,5,0.24,7.0,1701470344244742
vla2,2023-12-01T22:39:13.693042,116283067,5,0.24,7.0,1701470353693042
vla2,2023-12-01T22:39:23.017861,116465193,5,0.24,7.0,1701470363017861
vla2,2023-12-01T22:39:32.222894,116644978,5,0.24,7.0,1701470372222894
vla2,2023-12-01T22:39:41.573457,116827607,5,0.24,7.0,1701470381573457
vla2,2023-12-01T22:39:50.877266,117009322,5,0.24,7.0,1701470390877266
vla2,2023-12-01T22:40:00.295509,117193272,5,0.24,7.0,1701470400295509
vla2,2023-12-01T22:40:10.335955,117389374,5,0.24,7.0,1701470410335955
vla2,2023-12-01T22:40:19.779499,117573818,5,0.24,7.0,1701470419779499
vla2,2023-12-01T22:40:57.798161,118316370,5,0.24,7.0,1701470457798161
vla2,2023-12-01T22:41:04.952777,118456109,5,0.24,7.0,1701470464952777
vla2,2023-12-01T22:41:43.289464,119204872,5,0.24,7.0,1701470503289464
vla2,2023-12-01T22:42:54.966264,120604810,5,0.24,7.0,1701470574966264
vla2,2023-12-01T22:43:04.384489,120788760,5,0.24,7.0,1701470584384489
vla2,2023-12-01T22:43:14.139643,120979290,5,0.24,7.0,1701470594139643
vla2,2023-12-01T22:43:23.741825,121166833,5,0.24,7.0,1701470603741825
vla2,2023-12-01T22:43:33.457883,121356599,5,0.24,7.0,1701470613457883
vla2,2023-12-01T22:43:42.909681,121541205,5,0.24,7.0,1701470622909681
vla2,2023-12-01T22:43:52.071123,121720139,5,0.24,7.0,1701470632071123
vla2,2023-12-01T22:44:01.514329,121904577,5,0.24,7.0,1701470641514329
vla2,2023-12-01T22:44:11.087342,122091550,5,0.24,7.0,1701470651087342
vla2,2023-12-01T22:44:20.696193,122279223,5,0.24,7.0,1701470660696193
vla2,2023-12-01T22:44:30.115381,122463191,5,0.24,7.0,1701470670115381
vla2,2023-12-01T22:44:39.953047,122655333,5,0.24,7.0,1701470679953047
vla2,2023-12-01T22:44:49.364601,122839152,5,0.24,7.0,1701470689364601
vla2,2023-12-01T22:44:58.954754,123026460,5,0.24,7.0,1701470698954754
