global_sample,global_start,global_end,orig_rms_db,filt_rms_db,rms_diff_db
16334119,16316541,16347790,132.50801697774915,130.46415660722323,2.0438603705259197
16358671,16341093,16372342,132.06006494964467,130.1439742936619,1.9160906559827708
16382813,16365235,16396484,126.98884687375278,116.71989451466823,10.268952359084551
16406912,16389334,16420583,127.11336228024834,117.09118562982339,10.022176650424953
16430807,16413229,16444478,126.9327001695571,116.88263458361389,10.050065585943202
16454408,16436830,16468079,127.36021598480791,117.13086811984684,10.22934786496107
16477930,16460352,16491601,127.43575332232943,117.49012605357507,9.945627268754365
16501942,16484364,16515613,126.39685470125384,116.78386247851135,9.612992222742491
16526861,16509283,16540532,126.42536656476074,117.88874978511876,8.536616779641975
16550853,16533275,16564524,129.20496607606051,125.81776384760487,3.3872022284556493
16574321,16556743,16587992,126.9261620800238,117.13192683163298,9.79423524839082
16598318,16580740,16611989,126.67756193353812,115.84297160289383,10.83459033064429
16622168,16604590,16635839,126.68244121628226,116.2282267711325,10.45421444514976
16645745,16628167,16659416,127.08032860563735,116.72001775637058,10.360310849266767
16669905,16652327,16683576,127.19789450793746,116.87026762455993,10.327626883377533
16693794,16676216,16707465,127.0249340105168,115.89240122285992,11.132532787656885
16717883,16700305,16731554,127.22913327882858,116.41070759785566,10.818425680972922
16741737,16724159,16755408,130.09482420674092,126.48264287896475,3.6121813277761703
16765583,16748005,16779254,128.6156216128742,123.72873834681572,4.88688326605849
16789510,16771932,16803181,127.0078787370987,116.47347363349422,10.53440510360447
16813438,16795860,16827109,127.10978319127848,116.08507608860002,11.024707102678462
16836802,16819224,16850473,127.3426632305951,116.59167523430335,10.750987996291741
16861303,16843725,16874974,126.5258777481523,116.87625464743292,9.649623100719381
16885051,16867473,16898722,126.58107431839866,116.40794788471526,10.173126433683407
16908675,16891097,16922346,126.2331394648936,117.21699285696495,9.016146607928647
16930919,16913341,16944590,131.76246053632673,130.07470060425052,1.6877599320762044
16955597,16938019,16969268,127.28684106862532,117.21492052723829,10.07192054138703
16978965,16961387,16992636,127.50698071597259,117.05041429132429,10.456566424648301
17002693,16985115,17016364,127.79951086051433,117.74522161323758,10.054289247276756
17026650,17009072,17040321,127.8824875119146,118.48743933709287,9.395048174821738
17050244,17032666,17063915,127.92231271228329,117.83155569093381,10.090757021349475
17074104,17056526,17087775,127.47502378275136,117.43676567968727,10.038258103064095
17097752,17080174,17111423,127.48241867921386,116.90753169625644,10.574886982957423
17121413,17103835,17135084,129.6378001626869,126.61032169873539,3.0274784639514962
17144895,17127317,17158566,128.4539682041405,122.13403028993537,6.319937914205127
17169011,17151433,17182682,127.48652505893253,117.32188493539569,10.164640123536842
17192882,17175304,17206553,127.47898124652079,117.08760462514385,10.391376621376935
17216775,17199197,17230446,127.35641203315146,116.63281867169842,10.723593361453041
17240239,17222661,17253910,127.58111985827242,116.0456069024815,11.53551295579092
17263560,17245982,17277231,127.78914631733653,117.45471954659436,10.33442677074217
17287449,17269871,17301120,130.89102530304424,128.82392679886686,2.0670985041773804
17311217,17293639,17324888,131.62672158959677,129.81642592325323,1.810295666343535
17334826,17317248,17348497,127.40798205706102,114.25664402158752,13.1513380354735
17358475,17340897,17372146,127.63329544463828,114.69132878553886,12.941966659099421
17381983,17364405,17395654,127.880302374354,115.72911397671899,12.15118839763501
17405704,17388126,17419375,127.75793940188073,117.04522094440185,10.712718457478886
17429550,17411972,17443221,127.95980281831461,117.2900779710262,10.669724847288421
17452450,17434872,17466121,129.37938718808078,116.99119986835146,12.388187319729326
17477505,17459927,17491176,129.64431129617122,125.03638512708825,4.6079261690829725
17501240,17483662,17514911,130.1095899963917,126.65887710689468,3.4507128894970123
17524732,17507154,17538403,127.49382992851162,116.13700982122587,11.356820107285742
17547042,17529464,17560713,128.06171721189565,116.99349271039074,11.068224501504915
17570457,17552879,17584128,128.33761297807192,118.63106726590836,9.70654571216356
17593578,17576000,17607249,128.81417838917943,118.86759037819559,9.946588010983845
17617164,17599586,17630835,127.33720506811122,117.63121816636364,9.705986901747579
17640806,17623228,17654477,127.20874971279967,117.84254192722948,9.366207785570197
17664412,17646834,17678083,130.06070596977196,126.44897493170069,3.6117310380712695
17687880,17670302,17701551,130.44162905054586,126.49028808388954,3.9513409666563177
17711149,17693571,17724820,127.59962830600773,117.97790797261045,9.621720333397278
17734763,17717185,17748434,126.87302426747502,117.38161562367108,9.491408643803936
17758119,17740541,17771790,127.20836821307864,117.53191190899062,9.67645630408802
17781826,17764248,17795497,126.77882849139814,117.60636456739896,9.172463923999189
17805334,17787756,17819005,127.31813162573532,117.50053735417552,9.817594271559798
17828496,17810918,17842167,127.76439684529328,117.96657360696412,9.797823238329158
17851913,17834335,17865584,132.16650659226036,130.13975704171816,2.026749550542206
17875246,17857668,17888917,127.82074353303288,119.1774937963411,8.643249736691786
17898911,17881333,17912582,127.1584965070914,116.89770666561957,10.260789841471833
17922699,17905121,17936370,127.10238977894201,116.53158820766991,10.5708015712721
17945826,17928248,17959497,127.41477080933231,116.14683188696415,11.26793892236816
17968997,17951419,17982668,127.43112037582955,116.46733461376803,10.96378576206152
17992324,17974746,18005995,127.1365110366982,116.58922476147639,10.547286275221808
18014480,17996902,18028151,128.3652786985259,117.24602948159999,11.119249216925922
18040162,18022584,18053833,129.63798164333312,126.29471358120311,3.343268062130008
18062172,18044594,18075843,130.34825280667914,127.04250279848937,3.3057500081897757
18086516,18068938,18100187,127.32110317966715,117.4484007133809,9.872702466286242
18109424,18091846,18123095,126.94652400342159,118.80206402854876,8.14445997487283
18131494,18113916,18145165,127.91364522375719,118.43171431850321,9.481930905253975
18154940,18137362,18168611,127.27727124798781,117.62304617675963,9.654225071228183
18178230,18160652,18191901,127.48379503511316,117.1443650596734,10.339429975439757
18201395,18183817,18215066,127.1644360897004,115.78962270422586,11.374813385474539
18224625,18207047,18238296,127.51020982269557,120.66898307340077,6.841226749294805
18247823,18230245,18261494,129.22801951752461,126.18014698717934,3.0478725303452734
18271151,18253573,18284822,126.72503029522836,118.46589804592529,8.259132249303079
18294390,18276812,18308061,126.88942350889461,118.21162589676162,8.677797612132991
18318418,18300840,18332089,126.16848591081622,117.4171869628257,8.75129894799052
18341706,18324128,18355377,125.84344196083188,116.4338290848297,9.409612876002186
18363875,18346297,18377546,126.34788078536639,116.79313419510216,9.55474659026423
18387057,18369479,18400728,126.1835591518364,116.69818864301072,9.485370508825682
18410511,18392933,18424182,129.2839188648686,126.84598519823192,2.4379336666366953
18436475,18418897,18450146,126.99759003921294,121.4894130545428,5.508176984670143
18456559,18438981,18470230,126.85797898546116,116.73472120147828,10.12325778398288
18479742,18462164,18493413,126.73532960290669,117.20020645428409,9.535123148622603
19254095,19236517,19267766,124.42903985951267,119.33850731751777,5.090532541994904
19277622,19260044,19291293,125.78122013007413,118.89644085426652,6.884779275807617
19301127,19283549,19314798,125.50988655658558,116.96876508830358,8.541121468282
19324569,19306991,19338240,125.49017726870377,116.59560216873899,8.894575099964783
19349625,19332047,19363296,127.37129088411747,124.61878705715193,2.752503826965537
19370499,19352921,19384170,128.29204443312383,124.69435180942531,3.5976926236985207
19394884,19377306,19408555,125.51965899355153,117.05650167302184,8.463157320529689
19419925,19402347,19433596,124.94171373414403,116.05545916739604,8.886254566747994
19441426,19423848,19455097,124.97190931602218,115.64204940052878,9.329859915493401
19465021,19447443,19478692,124.55994153523604,116.24023627890402,8.319705256332014
19488375,19470797,19502046,124.61500762942826,116.08839588117077,8.526611748257494
19512078,19494500,19525749,125.6325221689521,118.37014263289184,7.262379536060251
19535496,19517918,19549167,131.3250438385232,130.25102865733817,1.0740151811850183
19558964,19541386,19572635,125.17910681295626,116.78325144776409,8.395855365192176
19582499,19564921,19596170,125.2088798853893,117.92910893934838,7.279770946040912
19605712,19588134,19619383,125.41744881218337,118.39203048791009,7.025418324273275
19629211,19611633,19642882,125.46753534355018,116.02292358837465,9.44461175517553
19652706,19635128,19666377,125.5683002927055,115.25378039125066,10.314519901454844
19676082,19658504,19689753,125.86796947307433,117.41983085159814,8.44813862147619
19699205,19681627,19712876,126.38285954439594,125.08931691678131,1.2935426276146273
